style_label,font_label,img1_path,img2_path,original_index
1,1,../data/dataset_new/data_complicated/img1_432.png,../data/dataset_new/data_complicated/img2_432.png,126
1,1,../data/dataset_new/data_complicated/img1_2742.png,../data/dataset_new/data_complicated/img2_2742.png,127
0,0,../data/dataset_new/data_complicated/img1_261.png,../data/dataset_new/data_complicated/img2_261.png,128
1,1,../data/dataset_new/data_complicated/img1_2768.png,../data/dataset_new/data_complicated/img2_2768.png,129
0,0,../data/dataset_new/data_complicated/img1_840.png,../data/dataset_new/data_complicated/img2_840.png,130
0,1,../data/dataset_new/data_complicated/img1_2358.png,../data/dataset_new/data_complicated/img2_2358.png,131
0,0,../data/dataset_new/data_complicated/img1_2551.png,../data/dataset_new/data_complicated/img2_2551.png,132
0,0,../data/dataset_new/data_complicated/img1_2950.png,../data/dataset_new/data_complicated/img2_2950.png,133
1,1,../data/dataset_new/data_complicated/img1_558.png,../data/dataset_new/data_complicated/img2_558.png,134
0,0,../data/dataset_new/data_complicated/img1_71.png,../data/dataset_new/data_complicated/img2_71.png,135
1,1,../data/dataset_new/data_complicated/img1_1868.png,../data/dataset_new/data_complicated/img2_1868.png,136
0,1,../data/dataset_new/data_complicated/img1_2368.png,../data/dataset_new/data_complicated/img2_2368.png,137
1,1,../data/dataset_new/data_complicated/img1_1754.png,../data/dataset_new/data_complicated/img2_1754.png,138
1,1,../data/dataset_new/data_complicated/img1_2130.png,../data/dataset_new/data_complicated/img2_2130.png,139
1,1,../data/dataset_new/data_complicated/img1_2676.png,../data/dataset_new/data_complicated/img2_2676.png,140
0,1,../data/dataset_new/data_complicated/img1_1519.png,../data/dataset_new/data_complicated/img2_1519.png,141
0,1,../data/dataset_new/data_complicated/img1_1198.png,../data/dataset_new/data_complicated/img2_1198.png,142
1,1,../data/dataset_new/data_complicated/img1_755.png,../data/dataset_new/data_complicated/img2_755.png,143
1,1,../data/dataset_new/data_complicated/img1_2725.png,../data/dataset_new/data_complicated/img2_2725.png,144
1,1,../data/dataset_new/data_complicated/img1_2047.png,../data/dataset_new/data_complicated/img2_2047.png,145
0,1,../data/dataset_new/data_complicated/img1_1117.png,../data/dataset_new/data_complicated/img2_1117.png,146
0,1,../data/dataset_new/data_complicated/img1_1747.png,../data/dataset_new/data_complicated/img2_1747.png,147
1,1,../data/dataset_new/data_complicated/img1_1718.png,../data/dataset_new/data_complicated/img2_1718.png,148
1,1,../data/dataset_new/data_complicated/img1_2971.png,../data/dataset_new/data_complicated/img2_2971.png,149
1,1,../data/dataset_new/data_complicated/img1_1091.png,../data/dataset_new/data_complicated/img2_1091.png,150
0,1,../data/dataset_new/data_complicated/img1_1455.png,../data/dataset_new/data_complicated/img2_1455.png,151
1,1,../data/dataset_new/data_complicated/img1_1755.png,../data/dataset_new/data_complicated/img2_1755.png,152
1,1,../data/dataset_new/data_complicated/img1_25.png,../data/dataset_new/data_complicated/img2_25.png,153
1,1,../data/dataset_new/data_complicated/img1_2866.png,../data/dataset_new/data_complicated/img2_2866.png,154
0,0,../data/dataset_new/data_complicated/img1_2815.png,../data/dataset_new/data_complicated/img2_2815.png,155
1,1,../data/dataset_new/data_complicated/img1_1200.png,../data/dataset_new/data_complicated/img2_1200.png,156
1,1,../data/dataset_new/data_complicated/img1_1232.png,../data/dataset_new/data_complicated/img2_1232.png,157
1,1,../data/dataset_new/data_complicated/img1_564.png,../data/dataset_new/data_complicated/img2_564.png,158
1,1,../data/dataset_new/data_complicated/img1_2457.png,../data/dataset_new/data_complicated/img2_2457.png,159
1,1,../data/dataset_new/data_complicated/img1_480.png,../data/dataset_new/data_complicated/img2_480.png,160
0,1,../data/dataset_new/data_complicated/img1_1089.png,../data/dataset_new/data_complicated/img2_1089.png,161
1,1,../data/dataset_new/data_complicated/img1_731.png,../data/dataset_new/data_complicated/img2_731.png,162
0,0,../data/dataset_new/data_complicated/img1_717.png,../data/dataset_new/data_complicated/img2_717.png,163
1,1,../data/dataset_new/data_complicated/img1_338.png,../data/dataset_new/data_complicated/img2_338.png,164
1,1,../data/dataset_new/data_complicated/img1_704.png,../data/dataset_new/data_complicated/img2_704.png,165
1,1,../data/dataset_new/data_complicated/img1_61.png,../data/dataset_new/data_complicated/img2_61.png,166
0,0,../data/dataset_new/data_complicated/img1_1053.png,../data/dataset_new/data_complicated/img2_1053.png,167
0,0,../data/dataset_new/data_complicated/img1_881.png,../data/dataset_new/data_complicated/img2_881.png,168
0,1,../data/dataset_new/data_complicated/img1_1375.png,../data/dataset_new/data_complicated/img2_1375.png,169
1,1,../data/dataset_new/data_complicated/img1_944.png,../data/dataset_new/data_complicated/img2_944.png,170
0,1,../data/dataset_new/data_complicated/img1_1050.png,../data/dataset_new/data_complicated/img2_1050.png,171
0,0,../data/dataset_new/data_complicated/img1_1915.png,../data/dataset_new/data_complicated/img2_1915.png,172
0,1,../data/dataset_new/data_complicated/img1_2435.png,../data/dataset_new/data_complicated/img2_2435.png,173
1,1,../data/dataset_new/data_complicated/img1_1947.png,../data/dataset_new/data_complicated/img2_1947.png,174
1,1,../data/dataset_new/data_complicated/img1_1075.png,../data/dataset_new/data_complicated/img2_1075.png,175
0,0,../data/dataset_new/data_complicated/img1_2037.png,../data/dataset_new/data_complicated/img2_2037.png,176
0,0,../data/dataset_new/data_complicated/img1_2678.png,../data/dataset_new/data_complicated/img2_2678.png,177
1,1,../data/dataset_new/data_complicated/img1_667.png,../data/dataset_new/data_complicated/img2_667.png,178
1,1,../data/dataset_new/data_complicated/img1_2618.png,../data/dataset_new/data_complicated/img2_2618.png,179
1,1,../data/dataset_new/data_complicated/img1_1330.png,../data/dataset_new/data_complicated/img2_1330.png,180
0,1,../data/dataset_new/data_complicated/img1_351.png,../data/dataset_new/data_complicated/img2_351.png,181
0,1,../data/dataset_new/data_complicated/img1_2943.png,../data/dataset_new/data_complicated/img2_2943.png,182
0,1,../data/dataset_new/data_complicated/img1_2151.png,../data/dataset_new/data_complicated/img2_2151.png,183
0,1,../data/dataset_new/data_complicated/img1_749.png,../data/dataset_new/data_complicated/img2_749.png,184
1,1,../data/dataset_new/data_complicated/img1_2376.png,../data/dataset_new/data_complicated/img2_2376.png,185
1,1,../data/dataset_new/data_complicated/img1_2507.png,../data/dataset_new/data_complicated/img2_2507.png,186
1,1,../data/dataset_new/data_complicated/img1_1939.png,../data/dataset_new/data_complicated/img2_1939.png,187
0,0,../data/dataset_new/data_complicated/img1_691.png,../data/dataset_new/data_complicated/img2_691.png,188
0,1,../data/dataset_new/data_complicated/img1_200.png,../data/dataset_new/data_complicated/img2_200.png,189
0,1,../data/dataset_new/data_complicated/img1_2914.png,../data/dataset_new/data_complicated/img2_2914.png,190
0,1,../data/dataset_new/data_complicated/img1_1790.png,../data/dataset_new/data_complicated/img2_1790.png,191
1,1,../data/dataset_new/data_complicated/img1_417.png,../data/dataset_new/data_complicated/img2_417.png,192
0,1,../data/dataset_new/data_complicated/img1_2833.png,../data/dataset_new/data_complicated/img2_2833.png,193
0,0,../data/dataset_new/data_complicated/img1_1462.png,../data/dataset_new/data_complicated/img2_1462.png,194
0,1,../data/dataset_new/data_complicated/img1_2505.png,../data/dataset_new/data_complicated/img2_2505.png,195
0,1,../data/dataset_new/data_complicated/img1_442.png,../data/dataset_new/data_complicated/img2_442.png,196
1,1,../data/dataset_new/data_complicated/img1_2982.png,../data/dataset_new/data_complicated/img2_2982.png,197
1,1,../data/dataset_new/data_complicated/img1_2972.png,../data/dataset_new/data_complicated/img2_2972.png,198
1,1,../data/dataset_new/data_complicated/img1_2697.png,../data/dataset_new/data_complicated/img2_2697.png,199
1,1,../data/dataset_new/data_complicated/img1_897.png,../data/dataset_new/data_complicated/img2_897.png,200
0,1,../data/dataset_new/data_complicated/img1_1613.png,../data/dataset_new/data_complicated/img2_1613.png,201
1,1,../data/dataset_new/data_complicated/img1_97.png,../data/dataset_new/data_complicated/img2_97.png,202
1,1,../data/dataset_new/data_complicated/img1_562.png,../data/dataset_new/data_complicated/img2_562.png,203
0,0,../data/dataset_new/data_complicated/img1_2243.png,../data/dataset_new/data_complicated/img2_2243.png,204
0,1,../data/dataset_new/data_complicated/img1_473.png,../data/dataset_new/data_complicated/img2_473.png,205
1,1,../data/dataset_new/data_complicated/img1_2519.png,../data/dataset_new/data_complicated/img2_2519.png,206
0,1,../data/dataset_new/data_complicated/img1_1805.png,../data/dataset_new/data_complicated/img2_1805.png,207
0,0,../data/dataset_new/data_complicated/img1_2064.png,../data/dataset_new/data_complicated/img2_2064.png,208
1,1,../data/dataset_new/data_complicated/img1_1615.png,../data/dataset_new/data_complicated/img2_1615.png,209
0,0,../data/dataset_new/data_complicated/img1_1132.png,../data/dataset_new/data_complicated/img2_1132.png,210
0,1,../data/dataset_new/data_complicated/img1_2291.png,../data/dataset_new/data_complicated/img2_2291.png,211
0,1,../data/dataset_new/data_complicated/img1_2123.png,../data/dataset_new/data_complicated/img2_2123.png,212
0,0,../data/dataset_new/data_complicated/img1_2669.png,../data/dataset_new/data_complicated/img2_2669.png,213
1,1,../data/dataset_new/data_complicated/img1_1638.png,../data/dataset_new/data_complicated/img2_1638.png,214
0,0,../data/dataset_new/data_complicated/img1_468.png,../data/dataset_new/data_complicated/img2_468.png,215
0,1,../data/dataset_new/data_complicated/img1_1775.png,../data/dataset_new/data_complicated/img2_1775.png,216
0,1,../data/dataset_new/data_complicated/img1_1036.png,../data/dataset_new/data_complicated/img2_1036.png,217
0,0,../data/dataset_new/data_complicated/img1_2913.png,../data/dataset_new/data_complicated/img2_2913.png,218
0,1,../data/dataset_new/data_complicated/img1_941.png,../data/dataset_new/data_complicated/img2_941.png,219
1,1,../data/dataset_new/data_complicated/img1_988.png,../data/dataset_new/data_complicated/img2_988.png,220
0,0,../data/dataset_new/data_complicated/img1_1297.png,../data/dataset_new/data_complicated/img2_1297.png,221
0,0,../data/dataset_new/data_complicated/img1_2383.png,../data/dataset_new/data_complicated/img2_2383.png,222
0,0,../data/dataset_new/data_complicated/img1_764.png,../data/dataset_new/data_complicated/img2_764.png,223
0,1,../data/dataset_new/data_complicated/img1_168.png,../data/dataset_new/data_complicated/img2_168.png,224
1,1,../data/dataset_new/data_complicated/img1_1429.png,../data/dataset_new/data_complicated/img2_1429.png,225
0,0,../data/dataset_new/data_complicated/img1_852.png,../data/dataset_new/data_complicated/img2_852.png,226
0,1,../data/dataset_new/data_complicated/img1_2639.png,../data/dataset_new/data_complicated/img2_2639.png,227
1,1,../data/dataset_new/data_complicated/img1_2001.png,../data/dataset_new/data_complicated/img2_2001.png,228
0,0,../data/dataset_new/data_complicated/img1_2799.png,../data/dataset_new/data_complicated/img2_2799.png,229
1,1,../data/dataset_new/data_complicated/img1_114.png,../data/dataset_new/data_complicated/img2_114.png,230
1,1,../data/dataset_new/data_complicated/img1_146.png,../data/dataset_new/data_complicated/img2_146.png,231
0,0,../data/dataset_new/data_complicated/img1_303.png,../data/dataset_new/data_complicated/img2_303.png,232
1,1,../data/dataset_new/data_complicated/img1_1158.png,../data/dataset_new/data_complicated/img2_1158.png,233
1,1,../data/dataset_new/data_complicated/img1_545.png,../data/dataset_new/data_complicated/img2_545.png,234
0,0,../data/dataset_new/data_complicated/img1_850.png,../data/dataset_new/data_complicated/img2_850.png,235
0,0,../data/dataset_new/data_complicated/img1_2007.png,../data/dataset_new/data_complicated/img2_2007.png,236
1,1,../data/dataset_new/data_complicated/img1_1675.png,../data/dataset_new/data_complicated/img2_1675.png,237
0,1,../data/dataset_new/data_complicated/img1_2718.png,../data/dataset_new/data_complicated/img2_2718.png,238
1,1,../data/dataset_new/data_complicated/img1_752.png,../data/dataset_new/data_complicated/img2_752.png,239
1,1,../data/dataset_new/data_complicated/img1_598.png,../data/dataset_new/data_complicated/img2_598.png,240
1,1,../data/dataset_new/data_complicated/img1_772.png,../data/dataset_new/data_complicated/img2_772.png,241
1,1,../data/dataset_new/data_complicated/img1_1642.png,../data/dataset_new/data_complicated/img2_1642.png,242
0,0,../data/dataset_new/data_complicated/img1_2617.png,../data/dataset_new/data_complicated/img2_2617.png,243
1,1,../data/dataset_new/data_complicated/img1_2439.png,../data/dataset_new/data_complicated/img2_2439.png,244
0,0,../data/dataset_new/data_complicated/img1_2260.png,../data/dataset_new/data_complicated/img2_2260.png,245
0,0,../data/dataset_new/data_complicated/img1_1872.png,../data/dataset_new/data_complicated/img2_1872.png,246
1,1,../data/dataset_new/data_complicated/img1_2736.png,../data/dataset_new/data_complicated/img2_2736.png,247
0,1,../data/dataset_new/data_complicated/img1_431.png,../data/dataset_new/data_complicated/img2_431.png,248
1,1,../data/dataset_new/data_complicated/img1_169.png,../data/dataset_new/data_complicated/img2_169.png,249
1,1,../data/dataset_new/data_complicated/img1_1898.png,../data/dataset_new/data_complicated/img2_1898.png,250
0,1,../data/dataset_new/data_complicated/img1_845.png,../data/dataset_new/data_complicated/img2_845.png,251
1,1,../data/dataset_new/data_complicated/img1_808.png,../data/dataset_new/data_complicated/img2_808.png,252
0,1,../data/dataset_new/data_complicated/img1_2416.png,../data/dataset_new/data_complicated/img2_2416.png,253
1,1,../data/dataset_new/data_complicated/img1_529.png,../data/dataset_new/data_complicated/img2_529.png,254
1,1,../data/dataset_new/data_complicated/img1_2270.png,../data/dataset_new/data_complicated/img2_2270.png,255
1,1,../data/dataset_new/data_complicated/img1_639.png,../data/dataset_new/data_complicated/img2_639.png,256
1,1,../data/dataset_new/data_complicated/img1_1978.png,../data/dataset_new/data_complicated/img2_1978.png,257
1,1,../data/dataset_new/data_complicated/img1_1834.png,../data/dataset_new/data_complicated/img2_1834.png,258
1,1,../data/dataset_new/data_complicated/img1_126.png,../data/dataset_new/data_complicated/img2_126.png,259
0,0,../data/dataset_new/data_complicated/img1_1057.png,../data/dataset_new/data_complicated/img2_1057.png,260
1,1,../data/dataset_new/data_complicated/img1_1458.png,../data/dataset_new/data_complicated/img2_1458.png,261
1,1,../data/dataset_new/data_complicated/img1_58.png,../data/dataset_new/data_complicated/img2_58.png,262
1,1,../data/dataset_new/data_complicated/img1_2864.png,../data/dataset_new/data_complicated/img2_2864.png,263
0,1,../data/dataset_new/data_complicated/img1_997.png,../data/dataset_new/data_complicated/img2_997.png,264
1,1,../data/dataset_new/data_complicated/img1_2156.png,../data/dataset_new/data_complicated/img2_2156.png,265
1,1,../data/dataset_new/data_complicated/img1_770.png,../data/dataset_new/data_complicated/img2_770.png,266
0,0,../data/dataset_new/data_complicated/img1_2084.png,../data/dataset_new/data_complicated/img2_2084.png,267
1,1,../data/dataset_new/data_complicated/img1_2777.png,../data/dataset_new/data_complicated/img2_2777.png,268
0,0,../data/dataset_new/data_complicated/img1_2098.png,../data/dataset_new/data_complicated/img2_2098.png,269
0,1,../data/dataset_new/data_complicated/img1_474.png,../data/dataset_new/data_complicated/img2_474.png,270
0,0,../data/dataset_new/data_complicated/img1_1900.png,../data/dataset_new/data_complicated/img2_1900.png,271
